dataset,p_disapprove,method,rule,committee_size,model,num_voters,num_candidates,elected_mean_net_score,elected_min_net_score,elected_max_net_score,non_elected_mean_net_score,best_non_elected_score,best_non_elected_candidate,mean_utility,median_utility,n_zero_or_negative,frac_zero_or_negative,n_negative,frac_negative,gini_coefficient,avg_disapprovals_per_voter,avg_elected_disapprovals_per_voter,hamming_distance,p,phi
impartial_p0.7,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.7,
impartial_p0.7,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,2.0,0.7,
impartial_p0.7,0.05,Cross_Hamming,AV_vs_TaxMES,,Impartial,100,20,,,,,,,,,,,,,,,,3.0,0.7,
impartial_p0.7,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Impartial,100,20,,,,,,,,,,,,,,,,1.0,0.7,
resampling_p0.15_phi0.25,0.05,Traditional,PAV,10.0,Resampling,100,20,23.8,-2.0,81.0,-0.9,3.0,11.0,2.38,3.0,6.0,0.06,1.0,0.01,0.1817,0.78,0.36,,0.15,0.25
resampling_p0.15_phi0.25,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,24.3,-2.0,81.0,-1.4,1.0,8.0,2.43,3.0,6.0,0.06,1.0,0.01,0.1874,0.78,0.32,,0.15,0.25
resampling_p0.15_phi0.25,0.05,Traditional,MES,10.0,Resampling,100,20,23.8,-2.0,81.0,-0.9,3.0,9.0,2.38,3.0,6.0,0.06,1.0,0.01,0.1749,0.78,0.35,,0.15,0.25
resampling_p0.15_phi0.25,0.05,AV,AV,10.0,Resampling,100,20,24.2,-2.0,81.0,-1.3,1.0,8.0,2.42,3.0,7.0,0.07,1.0,0.01,0.1971,0.78,0.33,,0.15,0.25
resampling_p0.15_phi0.25,0.05,Tax,TaxPhragmen,3.0,Resampling,100,20,76.3333,72.0,81.0,0.0,9.0,16.0,2.29,2.0,2.0,0.02,0.0,0.0,0.1821,0.78,0.03,,0.15,0.25
resampling_p0.15_phi0.25,0.05,Tax,TaxMES,3.0,Resampling,100,20,76.3333,72.0,81.0,0.0,9.0,16.0,2.29,2.0,2.0,0.02,0.0,0.0,0.1821,0.78,0.03,,0.15,0.25
resampling_p0.15_phi0.25,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,4.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,4.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.25,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.25
resampling_p0.15_phi0.5,0.05,Traditional,PAV,10.0,Resampling,100,20,19.7,0.0,57.0,2.2,7.0,6.0,1.97,2.0,16.0,0.16,4.0,0.04,0.2595,0.78,0.42,,0.15,0.5
resampling_p0.15_phi0.5,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,19.6,0.0,57.0,2.3,7.0,6.0,1.96,2.0,18.0,0.18,2.0,0.02,0.2645,0.78,0.42,,0.15,0.5
resampling_p0.15_phi0.5,0.05,Traditional,MES,10.0,Resampling,100,20,19.6,0.0,57.0,2.3,7.0,6.0,1.96,2.0,18.0,0.18,2.0,0.02,0.2645,0.78,0.42,,0.15,0.5
resampling_p0.15_phi0.5,0.05,AV,AV,10.0,Resampling,100,20,19.4,0.0,57.0,2.5,7.0,6.0,1.94,2.0,18.0,0.18,4.0,0.04,0.2137,0.78,0.46,,0.15,0.5
resampling_p0.15_phi0.5,0.05,Tax,TaxPhragmen,3.0,Resampling,100,20,51.0,41.0,57.0,3.8824,10.0,9.0,1.53,2.0,17.0,0.17,2.0,0.02,0.2171,0.78,0.13,,0.15,0.5
resampling_p0.15_phi0.5,0.05,Tax,TaxMES,3.0,Resampling,100,20,51.0,41.0,57.0,3.8824,10.0,9.0,1.53,2.0,17.0,0.17,2.0,0.02,0.2171,0.78,0.13,,0.15,0.5
resampling_p0.15_phi0.5,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.5,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.5
resampling_p0.15_phi0.75,0.05,Traditional,PAV,10.0,Resampling,100,20,18.0,7.0,43.0,5.2,9.0,3.0,1.8,2.0,13.0,0.13,3.0,0.03,0.1743,0.78,0.33,,0.15,0.75
resampling_p0.15_phi0.75,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,18.2,8.0,43.0,5.0,9.0,3.0,1.82,2.0,16.0,0.16,2.0,0.02,0.1849,0.78,0.32,,0.15,0.75
resampling_p0.15_phi0.75,0.05,Traditional,MES,10.0,Resampling,100,20,18.2,8.0,43.0,5.0,9.0,3.0,1.82,2.0,16.0,0.16,2.0,0.02,0.1849,0.78,0.32,,0.15,0.75
resampling_p0.15_phi0.75,0.05,AV,AV,10.0,Resampling,100,20,18.1,7.0,43.0,5.1,9.0,6.0,1.81,2.0,16.0,0.16,4.0,0.04,0.1885,0.78,0.34,,0.15,0.75
resampling_p0.15_phi0.75,0.05,Tax,TaxPhragmen,3.0,Resampling,100,20,37.0,30.0,43.0,7.1176,13.0,16.0,1.11,1.0,24.0,0.24,2.0,0.02,0.2261,0.78,0.09,,0.15,0.75
resampling_p0.15_phi0.75,0.05,Tax,TaxMES,3.0,Resampling,100,20,37.0,30.0,43.0,7.1176,13.0,16.0,1.11,1.0,24.0,0.24,2.0,0.02,0.2261,0.78,0.09,,0.15,0.75
resampling_p0.15_phi0.75,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,4.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,4.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,4.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi0.75,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,7.0,0.15,0.75
resampling_p0.15_phi1,0.05,Traditional,PAV,10.0,Resampling,100,20,13.1,6.0,16.0,8.6,15.0,3.0,1.31,1.0,25.0,0.25,6.0,0.06,0.2085,0.78,0.38,,0.15,1.0
resampling_p0.15_phi1,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,13.4,6.0,16.0,8.3,12.0,6.0,1.34,1.0,27.0,0.27,8.0,0.08,0.2205,0.78,0.38,,0.15,1.0
resampling_p0.15_phi1,0.05,Traditional,MES,10.0,Resampling,100,20,13.1,6.0,16.0,8.6,15.0,3.0,1.31,1.0,25.0,0.25,6.0,0.06,0.2085,0.78,0.38,,0.15,1.0
resampling_p0.15_phi1,0.05,AV,AV,10.0,Resampling,100,20,13.4,6.0,16.0,8.3,12.0,6.0,1.34,1.0,27.0,0.27,8.0,0.08,0.2205,0.78,0.38,,0.15,1.0
resampling_p0.15_phi1,0.05,Tax,TaxPhragmen,4.0,Resampling,100,20,15.25,14.0,16.0,9.75,16.0,9.0,0.61,1.0,44.0,0.44,6.0,0.06,0.2489,0.78,0.08,,0.15,1.0
resampling_p0.15_phi1,0.05,Tax,TaxMES,4.0,Resampling,100,20,15.25,14.0,16.0,9.75,16.0,9.0,0.61,1.0,44.0,0.44,6.0,0.06,0.2489,0.78,0.08,,0.15,1.0
resampling_p0.15_phi1,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,1.0
resampling_p0.15_phi1,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,1.0
resampling_p0.15_phi1,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,1.0
resampling_p0.15_phi1,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,1.0
resampling_p0.15_phi1,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,1.0
resampling_p0.15_phi1,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.15_phi1,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,6.0,0.15,1.0
resampling_p0.1_phi0.25,0.05,Traditional,PAV,10.0,Resampling,100,20,13.7,-5.0,80.0,-1.9,2.0,6.0,1.37,2.0,18.0,0.18,6.0,0.06,0.1752,0.81,0.47,,0.1,0.25
resampling_p0.1_phi0.25,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,14.0,-5.0,80.0,-2.2,2.0,6.0,1.4,2.0,19.0,0.19,7.0,0.07,0.1794,0.81,0.46,,0.1,0.25
resampling_p0.1_phi0.25,0.05,Traditional,MES,10.0,Resampling,100,20,14.0,-5.0,80.0,-2.2,2.0,6.0,1.4,2.0,19.0,0.19,7.0,0.07,0.1794,0.81,0.46,,0.1,0.25
resampling_p0.1_phi0.25,0.05,AV,AV,10.0,Resampling,100,20,14.0,-5.0,80.0,-2.2,2.0,6.0,1.4,2.0,19.0,0.19,7.0,0.07,0.1794,0.81,0.46,,0.1,0.25
resampling_p0.1_phi0.25,0.05,Tax,TaxPhragmen,2.0,Resampling,100,20,76.0,72.0,80.0,-1.8889,5.0,9.0,1.52,2.0,9.0,0.09,1.0,0.01,0.1299,0.81,0.03,,0.1,0.25
resampling_p0.1_phi0.25,0.05,Tax,TaxMES,2.0,Resampling,100,20,76.0,72.0,80.0,-1.8889,5.0,9.0,1.52,2.0,9.0,0.09,1.0,0.01,0.1299,0.81,0.03,,0.1,0.25
resampling_p0.1_phi0.25,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,2.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.25,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.25
resampling_p0.1_phi0.5,0.05,Traditional,PAV,10.0,Resampling,100,20,12.2,0.0,50.0,-1.3,1.0,2.0,1.22,1.0,26.0,0.26,8.0,0.08,0.2237,0.81,0.39,,0.1,0.5
resampling_p0.1_phi0.5,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,12.2,0.0,50.0,-1.3,1.0,2.0,1.22,1.0,26.0,0.26,8.0,0.08,0.2237,0.81,0.39,,0.1,0.5
resampling_p0.1_phi0.5,0.05,Traditional,MES,10.0,Resampling,100,20,12.2,0.0,50.0,-1.3,1.0,2.0,1.22,1.0,26.0,0.26,8.0,0.08,0.2237,0.81,0.39,,0.1,0.5
resampling_p0.1_phi0.5,0.05,AV,AV,10.0,Resampling,100,20,12.2,0.0,50.0,-1.3,1.0,2.0,1.22,1.0,26.0,0.26,8.0,0.08,0.2237,0.81,0.39,,0.1,0.5
resampling_p0.1_phi0.5,0.05,Tax,TaxPhragmen,2.0,Resampling,100,20,45.5,41.0,50.0,1.0,8.0,14.0,0.91,1.0,34.0,0.34,3.0,0.03,0.2383,0.81,0.07,,0.1,0.5
resampling_p0.1_phi0.5,0.05,Tax,TaxMES,2.0,Resampling,100,20,45.5,41.0,50.0,1.0,8.0,14.0,0.91,1.0,34.0,0.34,3.0,0.03,0.2383,0.81,0.07,,0.1,0.5
resampling_p0.1_phi0.5,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.5,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.5
resampling_p0.1_phi0.75,0.05,Traditional,PAV,10.0,Resampling,100,20,11.0,3.0,37.0,1.1,4.0,6.0,1.1,1.0,29.0,0.29,8.0,0.08,0.2061,0.81,0.35,,0.1,0.75
resampling_p0.1_phi0.75,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,11.0,3.0,37.0,1.1,4.0,6.0,1.1,1.0,29.0,0.29,8.0,0.08,0.2061,0.81,0.35,,0.1,0.75
resampling_p0.1_phi0.75,0.05,Traditional,MES,10.0,Resampling,100,20,11.0,3.0,37.0,1.1,4.0,6.0,1.1,1.0,29.0,0.29,8.0,0.08,0.2061,0.81,0.35,,0.1,0.75
resampling_p0.1_phi0.75,0.05,AV,AV,10.0,Resampling,100,20,11.0,3.0,37.0,1.1,4.0,6.0,1.1,1.0,29.0,0.29,8.0,0.08,0.2061,0.81,0.35,,0.1,0.75
resampling_p0.1_phi0.75,0.05,Tax,TaxPhragmen,2.0,Resampling,100,20,31.5,26.0,37.0,3.2222,10.0,2.0,0.63,1.0,45.0,0.45,5.0,0.05,0.1617,0.81,0.08,,0.1,0.75
resampling_p0.1_phi0.75,0.05,Tax,TaxMES,2.0,Resampling,100,20,31.5,26.0,37.0,3.2222,10.0,2.0,0.63,1.0,45.0,0.45,5.0,0.05,0.1617,0.81,0.08,,0.1,0.75
resampling_p0.1_phi0.75,0.05,Hamming_Traditional,PAV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Hamming_Traditional,PAV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Hamming_Traditional,SeqPhragmen_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Hamming_Traditional,AV_vs_PAV,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Hamming_Traditional,AV_vs_SeqPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Hamming_Traditional,AV_vs_MES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,PAV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,PAV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,SeqPhragmen_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,SeqPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,MES_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,MES_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,TaxPhragmen_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,0.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,AV_vs_TaxMES,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi0.75,0.05,Cross_Hamming,AV_vs_TaxPhragmen,,Resampling,100,20,,,,,,,,,,,,,,,,8.0,0.1,0.75
resampling_p0.1_phi1,0.05,Traditional,PAV,10.0,Resampling,100,20,7.5,3.0,12.0,4.8,11.0,0.0,0.75,1.0,46.0,0.46,12.0,0.12,0.2284,0.81,0.46,,0.1,1.0
resampling_p0.1_phi1,0.05,Traditional,SeqPhragmen,10.0,Resampling,100,20,7.6,3.0,12.0,4.7,11.0,0.0,0.76,1.0,46.0,0.46,10.0,0.1,0.223,0.81,0.45,,0.1,1.0
resampling_p0.1_phi1,0.05,Traditional,MES,10.0,Resampling,100,20,7.5,3.0,12.0,4.8,11.0,0.0,0.75,1.0,46.0,0.46,12.0,0.12,0.2284,0.81,0.46,,0.1,1.0
resampling_p0.1_phi1,0.05,AV,AV,10.0,Resampling,100,20,8.5,5.0,12.0,3.8,7.0,12.0,0.85,1.0,40.0,0.4,12.0,0.12,0.2318,0.81,0.39,,0.1,1.0
