comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
370,"BGKY will have a professional soccer and basketball teams who will play in state-of-the-art facilities who can host more than just sports.",1,1,0,0,0,0,0,0,1,1,0,0
371,"Demolish the current mall and build something akin to the Summit in Lexington.",1,1,0,0,0,0,0,0,1,1,0,0
372,"It would be cool to have some amazing bike parks and trails like Bentonville, AR",810,447,73,290,220,57,48,115,590,390,25,175
373,"I’d love to have a Montessori Elementary school.",160,51,24,85,50,6,8,36,110,45,16,49
374,"We need more quality  healthcare options",770,523,37,210,229,113,19,97,541,410,18,113
375,"More development downtown,",0,0,0,0,0,0,0,0,0,0,0,0
376,"By 2050, there will be a North Warren High School",143,46,14,83,48,7,7,34,95,39,7,49
377,"There will be a horse race track in BGKY that will rival Kenland",1,1,0,0,0,0,0,0,1,1,0,0
378,"WKU will be a R1 institution and BGKY will be the reach capital of Kentucky",1,1,0,0,0,0,0,0,1,1,0,0
379,"We will do a better job of mixed use developments to combine residential and shopping/eating.",883,606,33,244,238,104,18,116,645,502,15,128
380,"We need more outdoor recreation activities and events",1,1,0,0,0,0,0,0,1,1,0,0
381,"BG will have more Montessori, private or homeschool co-op options that go through high school age.",266,103,46,117,82,32,8,42,184,71,38,75
382,"BG will have and support more holistic and homeopathic medical professionals.",387,162,67,158,127,34,21,72,260,128,46,86
384,"Metro government",1,1,0,0,0,0,0,0,1,1,0,0
385,"Better infrastructure and a well equip road department to maintain all improvements",1,1,0,0,0,0,0,0,1,1,0,0
386,"Less stoplights",112,23,27,62,42,6,7,29,70,17,20,33
387,"Less car lots",359,159,33,167,123,37,13,73,236,122,20,94
388,"Less billboards",322,154,34,134,100,34,10,56,222,120,24,78
389,"More roundabouts",528,278,86,164,152,55,35,62,376,223,51,102
390,"More children activities",716,454,43,219,190,82,19,89,526,372,24,130
391,"A southern bypass before a northern one",78,13,7,58,30,6,2,22,48,7,5,36
392,"No northern bypass",1,1,0,0,0,0,0,0,1,1,0,0
393,"More turn lanes",152,45,15,92,52,10,3,39,100,35,12,53
394,"Higher wages for all employees",672,393,45,234,194,56,31,107,478,337,14,127
395,"Affordable and attainable housing",1,1,0,0,0,0,0,0,1,1,0,0
396,"Higher paying jobs",596,381,18,197,186,76,12,98,410,305,6,99
397,"The airport will be moved!",1,1,0,0,0,0,0,0,1,1,0,0
398,"More safe childcare in BG-including LEGAL in-homes. Zoning encourages illegal care and we’re falling behind other towns who are succeeding.",191,74,12,105,71,7,10,54,120,67,2,51
399,"Hope to see more indoor playgrounds available that are inclusive of abilities and ages (toddler+). Families need more things to do together!",1,1,0,0,0,0,0,0,1,1,0,0
400,"Would love see more accesible parks built like Roland Bland",452,243,16,193,140,36,14,90,312,207,2,103
401,"Keeping small businesses success a priority",904,684,17,203,255,147,10,98,649,537,7,105
402,"Greenwood mall would be upgraded by 2050. Sit down restaurants inside it. Fun activities for kids. Stores + vendors that are updated!",1191,826,97,268,309,189,29,91,882,637,68,177
403,"More Montessori schools!",124,33,22,69,47,9,6,32,77,24,16,37
404,"The quality of care for our children being a continual action instead of a passing thought. (Less kids falling through the cracks at school)",646,381,36,229,195,68,27,100,451,313,9,129
405,"Schools being cared for and updated as generations change.",940,668,35,237,247,105,25,117,693,563,10,120
406,"Passenger train service in BG- Nashville, Chicago or NOLA- here we come!",1504,1076,135,293,372,160,84,128,1132,916,51,165
407,"Increase quality research and educational programs in AI and Quantum Computing to prepare young people for the future.",252,79,43,130,79,13,14,52,173,66,29,78
408,"Warren County will have a new exit/entrance off I-65 in southern Warren County",407,191,51,165,131,51,13,67,276,140,38,98
409,"The Greenwood Mall land will be reimagined after the Mall closes.",511,280,34,197,154,63,16,75,357,217,18,122
410,"I would like to see more healthy churches throughout the different cultures/languages/people groups across our city.",1,1,0,0,0,0,0,0,1,1,0,0
411,"By 2050, BG will have an ampitheatre or an upscale music venue to capitalize on and compliment the music scene in Nashville.",1,1,0,0,0,0,0,0,1,1,0,0
412,"By 2050, WKU will have more competitive sports programs and attract more of the community to its sporting events",634,269,117,248,177,51,39,87,457,218,78,161
413,"Bowling Green will have music venues of different sizes to attract regional and national touring artists",1107,695,82,330,308,104,46,158,799,591,36,172
414,"Bowling Green will have a Rural King",112,21,23,68,39,5,5,29,73,16,18,39
415,"Bowling Green will have a Trader Joe's",1,1,0,0,0,0,0,0,1,1,0,0
416,"We will focus on emerging technologies such as AI, quantum computing, and space exploration.",154,25,40,89,53,3,14,36,101,22,26,53
417,"Bowling Green will become the AI capital of the South!",252,37,109,106,83,9,21,53,169,28,88,53
418,"Embrace Sam Bush as the Father of Newgrass Music and encourage venues to book newgrass music and festivals.",182,54,22,106,52,6,4,42,130,48,18,64
419,"Tax residents less",512,232,89,191,153,68,12,73,359,164,77,118
420,"How many family units does the Salvation Army have? 4? There’s no where else for parents with children to go, these family units STAY FULL.",1,1,0,0,0,0,0,0,1,1,0,0
421,"We need a Trader Joe's!",0,0,0,0,0,0,0,0,0,0,0,0
422,"Edible landscaping, less concrete, more trees. Bike paths, walkable. County-wide recycling. Improved water quality. Stop internet monopoly",1,1,0,0,0,0,0,0,1,1,0,0
423,"Preserve all green space, for every tree removed 2 are planted. No urban sprawl, preserve our natural rural areas",1,1,0,0,0,0,0,0,1,1,0,0
424,"BG needs to address the excess free parking in Downtown",88,11,22,55,33,2,4,27,55,9,18,28
425,"The Historic District needs to do more to protect historic houses",0,0,0,0,0,0,0,0,0,0,0,0
426,"Bicycle and pedestrian infrastructure need to be a priority to position itself as a viable transportation option to alleviate car dependency",1587,1003,190,394,404,104,114,186,1183,899,76,208
427,"Zoning laws should be changed to allow for more diverse and robust housing options.",764,328,117,319,213,27,67,119,551,301,50,200
428,"There should be a focus on fighting the NIMBY mentality as the town continues to grow",194,63,19,112,62,4,14,44,132,59,5,68
429,"We need more parking and less towing.",486,282,42,162,149,65,14,70,337,217,28,92
430,"We need better bike lanes; we need one that will encompass all of BG and not break up and put us back in the street or on the sidewalk.",1339,785,167,387,347,93,91,163,992,692,76,224
431,"BG needs affordable housing options for the 55+ members of the community. Their housing needs are different than younger families.",938,656,55,227,265,116,34,115,673,540,21,112
432,"Better connection between Greenways and accessibility between downtown and county. Safe pedestrian access across Cemetery Road, I65, etc.",1,1,0,0,0,0,0,0,1,1,0,0
433,"More live music venues for weekday/weekend activities. Smaller and more intimate spaces.",1,1,0,0,0,0,0,0,1,1,0,0
434,"A better road system. Nashville is creeping up on us. All the traffic is going to need a better system to get up and down Scottsville Rd.",1,1,0,0,0,0,0,0,1,1,0,0
435,"Improved outdoor recreation opportunities and connection to the great Mammoth Cave NP area.",1,1,0,0,0,0,0,0,1,1,0,0
436,"Would love you see a higher end shopping/entertainment center, similar to The Summit in Lexington. To bring more shopping options.",2013,1097,319,597,455,199,88,168,1558,898,231,429
437,"I hope we have an AtHome, HomeGoods, TraderJoes more places to shop. Seems we just get the smaller versions of everything or NOT at all.",1,1,0,0,0,0,0,0,1,1,0,0
438,"Expand workforce development and education. We must strengthen our tech training, promote apprenticeships, and incentivize trade workers.",1086,790,42,254,292,160,25,107,794,630,17,147
439,"Possibly expanding BWG airport to bring more opportunities for people to visit and for residents to have more opportunities to use",622,371,80,171,182,74,36,72,440,297,44,99
440,"I’d like to see at least one coffeeshop where nobody is hosting a Bible study. No hate, I just want something different.",756,187,287,282,206,14,117,75,550,173,170,207
441,"That we stop having so many silos & all come together as one. Everyone stops trying to compete against one another and work together as one.",226,70,24,132,83,9,15,59,143,61,9,73
442,"I think it is critically important to revitalize the passenger rail system to Nash/Lou, as well as reliable public transit. Too many cars!",1,1,0,0,0,0,0,0,1,1,0,0
443,"That we will have a place that doesn't charge to advertise local events. It is hard to get local events out if you are on a low budget.",548,272,46,230,162,35,25,102,386,237,21,128
444,"I hope to see WKU expand over the years. I also hope to see the downtown area preserved and the community events/concerts.",0,0,0,0,0,0,0,0,0,0,0,0
445,"Louisville Road clean up",833,512,24,297,237,119,9,109,596,393,15,188
446,"BG will build more sports facilities for our youth and more entertainment. Right now we travel to Louisville and Nashville for night life.",1,1,0,0,0,0,0,0,1,1,0,0
447,"I think a nice mall could be really beneficial. A lot of people here travel to Nashville when business could stay here.",817,360,138,319,226,75,38,113,591,285,100,206
448,"Affordable housing with walking distance to shopping",1241,843,93,305,328,100,64,164,913,743,29,141
449,"I would love a GOOD Chinese restaurant in Bowling Green.",286,125,25,136,85,24,9,52,201,101,16,84
450,"additional interchanges to I-65 & I-165",569,254,85,230,166,63,26,77,403,191,59,153
451,"In 2050, Bowling Green will have more energy efficient methods of transportation, a safer LGBTQIA+ community, and more dedication to arts.",1,1,0,0,0,0,0,0,1,1,0,0
452,"I think a nice mall could be beneficial. A lot of people travel to Nashville for somewhere nice to shop when business could stay here.",0,0,0,0,0,0,0,0,0,0,0,0
453,"I hope we have more family friendly things that there's no drinking,beer, alcohol not allowed. For kids  and family's. Dancing, concerts.",473,219,73,181,147,58,16,73,326,161,57,108
454,"I believe we should include an upscale dining/entertainment option for the over 35 group where people don’t want to travel for this amenity!",347,146,33,168,120,25,17,78,227,121,16,90
455,"I believe the future BG should include and encourage more single family home options and ownership!",1,1,0,0,0,0,0,0,1,1,0,0
456,"The BG of 2050 will have a robust system of support for homeless/transient individuals that will solve the need for panhandling",3,2,0,1,0,0,0,0,3,2,0,1
457,"We will have a merged government between Bowling Green City and Warren County to reduce expenses and increase services.",1,1,0,0,0,0,0,0,1,1,0,0
458,"Our parks, communities, schools will be entirely accessible via sidewalks and biking paths/trails.",1,1,0,0,0,0,0,0,1,1,0,0
459,"All parks, neighborhoods, & downtown will be accessible via public transportation (a comprehensive, affordable public bus & trolly system).",1,1,0,0,0,0,0,0,1,1,0,0
460,"Plentiful outdoor family entertainment options (mini golf, amphitheater, breweries, riverfront walking paths, outdoor local dining options).",1,1,0,0,0,0,0,0,1,1,0,0
461,"I would love to see a massive indoor athletic facility with at least 4-5 multipurpose full size fields. See grand park in Indianapolis.",778,315,147,316,215,64,55,96,563,251,92,220
462,"I think bowling green needs a YMCA. A place that allows familes to go and live a healthier life style.",912,601,72,239,258,130,35,93,654,471,37,146
463,"We'll have options like quaint  wine clubs, jazz and piano bars.",1,1,0,0,0,0,0,0,1,1,0,0
464,"Large Indoor waterpark",1262,478,347,437,334,97,104,133,928,381,243,304
466,"Social clubs spanning the ages, will bring people together (weekly gatherings for bingo, hiking, singles, retired, travel, art, volleyball)",1005,668,61,276,280,109,44,127,725,559,17,149
467,"Our Fountain Square Park will host monthly 'Art in the Park' events to showcase local artists & vendors.",1052,638,92,322,307,105,56,146,745,533,36,176
468,"We'll have a few local bookstore/coffee shop businesses.",1,1,0,0,0,0,0,0,1,1,0,0
469,"We'll have storefront Cat Cafes to support our local Humane Society.",915,357,223,335,270,51,101,118,645,306,122,217
470,"BG will find its identity by fostering an environment that encourages our artists and entrepreneurs to stay instead of fleeing to Nashville.",915,553,79,283,272,72,50,150,643,481,29,133
471,"We would have a large amphitheater with large name talents regularly performing",1,1,0,0,0,0,0,0,1,1,0,0
472,"Bowling Green would be the first stop from the South on the Bourbon Trail",1146,522,197,427,319,85,80,154,827,437,117,273
473,"By 2050, BG will be offering more support to small businesses to ensure their longevity in our town.",1,1,0,0,0,0,0,0,1,1,0,0
474,"Provide more affordable housing. Transform the old BG bank building at the corner of Main and College into a parking structure.",0,0,0,0,0,0,0,0,0,0,0,0
475,"City and County governments should establish more jointly operated services, assuring like quality services and responses & stable funding.",324,171,14,139,110,33,7,70,214,138,7,69
476,"By 2050 BG will be a safe place to live with less drugs and less homelessness.",1106,795,51,260,316,216,20,80,790,579,31,180
477,"BG in 2050 will upkeep the downtown area, specifically downtown across the tracks. It could be so nice, but right now it’s dilapidated.",1105,727,54,324,285,136,27,122,820,591,27,202
478,"Bowling Green will embrace the Missing Middle Housing and mixed use developments that lead to vibrant communities.",1,1,0,0,0,0,0,0,1,1,0,0
479,"Bowling Green's building code will be updated to allow multiple kinds of housing to be built that are affordable and attractive.",832,486,66,280,231,71,38,122,601,415,28,158
480,"Bowling green will embrace and encourage regenerative agriculture and promote farm to table restaurants.",1,1,0,0,0,0,0,0,1,1,0,0
481,"Better, more reliable public transportation with comfortable, safe bus stops. More pavilions, not just a sign on the side of the road.",1,1,0,0,0,0,0,0,1,1,0,0
482,"In 2050 BG will be a completely walkable city!! More sidewalks with city limits, so we can rely more on our bodies instead of cars.",1139,811,86,242,289,109,51,129,850,702,35,113
483,"In 2050 it will be SAFE to walk along Scottsville Rd!",892,584,64,244,241,101,29,111,651,483,35,133
484,"Downtown will be vibrant, safe, full of denser housing, and a true destination for people to visit.",1,1,0,0,0,0,0,0,1,1,0,0
485,"Better-found support for new parents. Access to information and groups.",598,312,49,237,178,41,33,104,420,271,16,133
486,"Vape shops, tattoo parlors and CBD/medical marijuana dispensaries negatively affect areas and should be strictly zoned to be made invisible.",1,1,0,0,1,1,0,0,0,0,0,0
487,"More trees and greenery, less asphalt. More nature, less industrial.",1,1,0,0,0,0,0,0,1,1,0,0
488,"We will stop allowing our farm land and countryside to be gobbled up by giant suburban development, instead encouraging gentle density.",415,256,31,128,124,61,10,53,291,195,21,75
489,"In 2050 BG will be more community-driven and less finance-driven.",689,347,73,269,199,44,45,110,490,303,28,159
490,"Billboards will be banned in Bowling Green so you can appreciate the beauty around you without feeling attacked by ads.",300,147,43,110,113,43,17,53,187,104,26,57
491,"Build an indoor track facility for K-12 athletes. Indoor Track is now a official KHSAA sport and demand is enormous. Local facility = $ too!",924,419,132,373,253,69,57,127,671,350,75,246
492,"Bowling Green will approach homelessness with a Carrot AND stick mentality. Not tolerated, but help is provided to get on your feet.",499,204,91,204,160,60,26,74,339,144,65,130
493,"More family-friendly public green spaces and a riverwalk. Like Owensboro’s Smother’s Park/Riverwalk. We’re bigger than Owensboro, we need it",1212,948,44,220,326,204,30,92,886,744,14,128
494,"Playgrounds in public parks use something other than mulch for playgrounds.",238,96,18,124,80,25,5,50,158,71,13,74
495,"Indoor Track Part 2. Only options are Louisville, Danville, Maysville. Meets ALWAYS fill with waitlist. Big opportunity for city of BG",0,0,0,0,0,0,0,0,0,0,0,0
496,"More growth between bedroom communities such as Plum Springs, Smith’s Grove, Alvaton so we all become a part of BG.",711,311,116,284,206,52,53,101,505,259,63,183
497,"Bowling Green needs affordable housing options that aren't apartments or tightly packed subdivisions.",825,523,64,238,240,91,41,108,585,432,23,130
498,"Shops and markets within neighborhoods with suitable sidewalks so we don’t need to rely on cars/public transport.",1,1,0,0,0,0,0,0,1,1,0,0
499,"Trams, bus routes, and bikeways will be expanded, clean, and well policed so people feel safe and that public transit is a viable alternativ",1031,717,78,236,293,103,59,131,738,614,19,105
500,"In 2050, BG will celebrate and embrace the richness of diverse cultures, beliefs, identities, and abilities.",1992,1094,341,557,468,51,219,198,1524,1043,122,359
501,"There needs to be plans to build a Outter Loop from I-65 exit 28 to I-165.",250,103,30,117,81,28,7,46,169,75,23,71
502,"There needs to be an extention of Lovers Lane across the Barren River to McFadin Station Street.",85,12,9,64,36,2,4,30,49,10,5,34
503,"We must make sure we have sufficient water, sewer, and electric capacity in Northern Warren County to grow the community in that direction.",773,526,25,222,242,118,14,110,531,408,11,112
504,"SkyPAC will have better marketing to showcase who’s coming to town. I never find out until after!",738,437,61,240,225,95,28,102,513,342,33,138
505,"We must have business parks and offices for new tech companies throughout the community (Lover’s Lane, Downtown BG etc).",653,289,81,283,201,55,31,115,452,234,50,168
506,"Trader Joe’s and Whole Foods, plus year round farmer’s markets and easily accessible farm-to-table goods.",1,1,0,0,0,0,0,0,1,1,0,0
507,"Public museums, family-friendly",1,1,0,0,0,0,0,0,1,1,0,0
508,"Better marketing for small business so the community knows they exist.",852,554,46,252,247,102,22,123,605,452,24,129
509,"More activities and places for families especially with young children",1,1,0,0,0,0,0,0,1,1,0,0
510,"BG needs more roads. We also need to invest more in education. Skilled people want strong public schools and universities.",0,0,0,0,0,0,0,0,0,0,0,0
511,"We will continue to find ways to make the traffic flow and congestion easier to navigate.",995,835,16,144,257,183,10,64,738,652,6,80
512,"Better transportation system for people without cars and/or transportation.",1213,861,84,268,339,113,65,161,874,748,19,107
513,"Pass fairness ordinance - somehow show we welcome all people.  We get to the promised land by loving and welcoming all - unconditionally.",1,1,0,0,0,0,0,0,1,1,0,0
514,"Bowling Green needs more entertainment buildings, all we have is a bowling alley and 2 movie theatres",0,0,0,0,0,0,0,0,0,0,0,0
515,"We need to be prepared for growth of 150,000.",285,133,18,134,96,30,10,56,189,103,8,78
516,"BG will be a safe place for all where people in leadership and protective positions take care of everyone regardless of gender identity.",2321,1193,458,670,512,53,254,205,1809,1140,204,465
517,"I hope BG grows to the size of Lexington and brings in a lot more money for the campus to grow WKU and its sports programs.",554,182,165,207,169,37,61,71,385,145,104,136
518,"I would love to see an attraction like a children's science museum in BG.",0,0,0,0,0,0,0,0,0,0,0,0
519,"BG should relocate the airport to allow for alternative travel routes because Scottsville rd is a mess.",1,1,0,0,0,0,0,0,1,1,0,0
520,"Smoke and Vape shops will have more oversight not to be able to stick out so much with their neon lights and tacky looking store fronts.",855,493,94,268,239,126,27,86,616,367,67,182
521,"I hope we preserve the history of Bowling Green and continue finding ways to involve tourists such as the walking tours.",1047,705,40,302,297,132,26,139,750,573,14,163
522,"In BG 2050, I would like to see the ugly horses/flag displays from the highways be eliminated or replaced with something tasteful.",445,84,188,173,140,18,56,66,305,66,132,107
523,"In BG2050, we will compassionately prioritize the health and safety of BG residents experiencing poverty/homelessness.",1556,945,176,435,390,73,119,198,1166,872,57,237
524,"I hope Bowling Green grows with green spaces, affordable housing, and local businesses while maintaining its charm and natural beauty.",1006,793,31,182,279,141,28,110,727,652,3,72
525,"We will creatively use ALL of the empty buildings we already have before letting developers cash in and leave even more empty buildings.",913,634,58,221,259,115,40,104,654,519,18,117
526,"BG 2050 will call on our local government to use a portion of the thousands they spend on downtown festivals to house and feed people.",187,54,39,94,54,4,14,36,133,50,25,58
527,"It would be great to create a recreation center that was a space where the community could access affordable fitness classes, and gym space",790,477,49,264,224,75,29,120,566,402,20,144
528,"BG needs a Trader Joe's",0,0,0,0,0,0,0,0,0,0,0,0
529,"We will have good roads to support our growth.",1,1,0,0,0,0,0,0,1,1,0,0
530,"By 2050, we should have more museums for art, natural history and science.",1160,749,111,300,321,108,76,137,839,641,35,163
531,"We will have more community gardens and more talks and teachings on how to grow and use your own food",962,664,55,243,271,112,35,124,691,552,20,119
532,"By 2050, we will have a focus of parks with more natural trails and nature spaces, not sports complexes.",826,571,53,202,236,111,28,97,590,460,25,105
533,"A specialty grocery store! I'm missing some the special, unique items you can only get from a Whole Foods, Trader Joes, or a Sprouts.",0,0,0,0,0,0,0,0,0,0,0,0
534,"Landlords will be required to accept Section 8 vouchers.",134,36,30,68,48,1,13,34,86,35,17,34
535,"An area similar to The Summitt at Fritz Farms in Lexington - higher end shopping.",0,0,0,0,0,0,0,0,0,0,0,0
536,"I hope to see longstanding small businesses that are supported by the Bowling Green community.",0,0,0,0,0,0,0,0,0,0,0,0
537,"In BG2050, “beautification” will mean health and happiness for residents. Not the bulldozing and raiding of homeless camps.",1160,497,242,421,339,39,147,153,821,458,95,268
538,"More (free) parking options close to the square.",652,434,51,167,193,104,14,75,459,330,37,92
539,"In 2050, Bowling Green will have a children's hospital",892,538,92,262,272,112,56,104,620,426,36,158
540,"Bowling Green will offer train service to/from Nashville, enabling people from both cities to avoid the interstate and enjoy activities",1247,929,100,218,344,165,62,117,903,764,38,101
541,"Scottsville Road in Bowling Green in 2050 will be expanded and have better traffic flow",1,1,0,0,0,0,0,0,1,1,0,0
542,"We need more entertainment options (namely concerts and venues)",1,1,0,0,0,0,0,0,1,1,0,0
543,"Bowling Green needs a (reliable) air carrier to help our economy.   Build more incentives to attract airlines to do business with us.",280,129,41,110,95,29,20,46,185,100,21,64
544,"Bowling Green in 2050 will have more fire stations and firefighters as our community grows",698,479,22,197,214,117,12,85,484,362,10,112
545,"We will handle the increased traffic by adding lanes and by using traffic engineering to better time stop lights.",1,1,0,0,0,0,0,0,1,1,0,0
546,"BG needs a shopping district similar to The Summit in Lexington or The Hills in Nashville.  Lovers Lane would be perfect.",1,1,0,0,0,0,0,0,1,1,0,0
547,"We will become a stop on an Amtrak route, allowing mass transit to the largest cities near us.",1541,1093,156,292,376,168,89,119,1165,925,67,173
548,"More industries like finance, tech, and others on the same level of the recent boom of manufacturing plants in the area",950,569,73,308,256,99,28,129,694,470,45,179
549,"I would like Bowling Green to model the river front after cities like Owensboro and Cincinnati.  There is a lot of wasted potential there.",1199,899,60,240,325,193,38,94,874,706,22,146
550,"Developers should fund the improvements and upgrades to infrastructure(roads, utilities, etc) as part of their projects",770,515,45,210,235,105,26,104,535,410,19,106
551,"Developers should partner with and local government(s) to fund the improvements and upgrades to infrastructure as part of their projects",1,1,0,0,0,0,0,0,1,1,0,0
552,"Future development should only be allowed where adequate infrastructure currently exits",368,182,27,159,119,48,8,63,249,134,19,96
553,"Government should incentivize developers to create affordable housing",482,252,53,177,150,32,37,81,332,220,16,96
554,"There will be a county-wide composting service available to all households and subsidized by BG/WC gov’t to make it financially accessible.",896,434,128,334,267,56,76,135,629,378,52,199
555,"The community will support the efforts of our Humane Society to find homes for all animals and prevent animal cruelty.",722,476,41,205,214,89,30,95,508,387,11,110
556,"In 2050, BG needs a venue that can bring in A-list live music.",1061,591,124,346,297,94,57,146,764,497,67,200
557,"Between now and 2050, we need to incentivize repurposing of empty retail space, instead of constantly building new retail buildings.",920,707,29,184,261,153,20,88,659,554,9,96
558,"Bowling Green will have more bicyclists, with more safe bike paths.",1253,743,163,347,353,107,98,148,900,636,65,199
559,"Our inclusion and diversity will be encouraged and supported to attract and protect more LGBTQIA+ individuals and talents across many fields",4136,1579,1531,1026,647,20,494,133,3489,1559,1037,893
560,"We will have more vegan and vegetarian restaurant foods available.",1113,482,227,404,313,40,121,152,800,442,106,252
561,"Bowling Green has the potential to be very cool and unique via architecture. So many buildings here lack creativity. Expensive < Creativity.",624,321,54,249,195,58,31,106,429,263,23,143
562,"We will be a leading city in giving New Americans their best shot at life, liberty, and the pursuit of happiness.",1,1,0,0,0,0,0,0,1,1,0,0
563,"Greenwood mall is extremely outdated with its selection. We need better shopping like the malls in nashville, better retail names.",0,0,0,0,0,0,0,0,0,0,0,0
564,"We need to help grow youth hockey in this area, being so close to an NHL market!",320,119,49,152,101,21,23,57,219,98,26,95
565,"I want less chain coffee shops like 7 Brews popping up everywhere.",324,164,36,124,113,52,10,51,211,112,26,73
566,"Let's invest in great local coffee shops to have more locations.",330,120,73,137,106,14,25,67,224,106,48,70
567,"Less money grabs by local leaders.",296,126,19,151,92,23,5,64,204,103,14,87
568,"In 2050, we will have confidence in our local leaders.",500,270,35,195,166,62,19,85,334,208,16,110
569,"More celebrations of our diverse communities.",1,1,0,0,0,0,0,0,1,1,0,0
570,"More affordable housing opportunities and the decriminalization of homelessness.",1,1,0,0,0,0,0,0,1,1,0,0
571,"The Capitol becomes the arthouse hub for our community.",700,361,65,274,212,50,41,121,488,311,24,153
572,"Bowling Green will find a way to make Greenwood Mall a thriving, beating heart of the city again.",1039,624,153,262,268,135,40,93,771,489,113,169
573,"I want to see an annual Punk Rock Flea Market thrive downtown by 2050.",266,69,67,130,86,3,30,53,180,66,37,77
574,"Build an open-air outlet mall, with outdoor seating areas and interesting landscape/art to replace mall we have now.",887,446,157,284,244,82,50,112,643,364,107,172
575,"Downtown should be full of locally owned restaurants, bars, shops, and other business types. Less law offices and vacant buildings!",896,636,52,208,246,132,25,89,650,504,27,119
576,"Better public transportation, especially for those without a vehicle or the elderly who can’t drive.",0,0,0,0,0,0,0,0,0,0,0,0
577,"More affordable housing options",1,1,0,0,0,0,0,0,1,1,0,0
578,"Concerts! We need an outside concert venue, and SKYPAC needs better bookings. CONCERTS CONCERTS CONCERTS! MUSIC is needed!",0,0,0,0,0,0,0,0,0,0,0,0
579,"We need better, expanded, and more accessible public transit options (more routes, more frequent buses, longer hours, weekends included)",1,1,0,0,0,0,0,0,1,1,0,0
580,"BG needs to have more activities (e.g. Pins Mechanical, Puttshack, breweries, concerts)",1030,588,100,342,280,95,57,128,750,493,43,214
581,"We should loosen zoning restrictions on ADUs and mobile homes to increase affordable housing options.",233,55,74,104,89,6,40,43,144,49,34,61
582,"More trees and greenery, less asphalt.",900,684,29,187,257,142,19,96,643,542,10,91
583,"More nature, less industrial.",703,450,42,211,201,83,22,96,502,367,20,115
584,"BGKY will have a professional soccer team who will play in a state-of-the-art facility that can host more than just sports.",236,55,73,108,76,9,33,34,160,46,40,74
585,"I sure hope we manage to get a Fairness Ordinance by 2050",1,1,0,0,0,0,0,0,1,1,0,0
586,"We will PRESERVE our historic places, especially ones related to African American history. Documentaries and historic signs aren’t enough.",1619,897,227,495,412,68,142,202,1207,829,85,293
587,"BGKY will have a professional basketball team who will play in a state-of-the-art facility that can host more than just sports.",156,27,59,70,47,3,16,28,109,24,43,42
588,"We need a more walkable city with different kinds of housing. Not just 3 story apartment complexes",937,627,50,260,266,96,31,139,671,531,19,121
589,"BG to build a large event venue to attract big name music artists, to house a professional sports team, and other forms of entertainment",1146,551,237,358,322,101,85,136,824,450,152,222
590,"City ordinance to limit the number of smoke shops and where they can be located",1,1,0,0,0,0,0,0,1,1,0,0
591,"In 2050, BG should aim to be a developed city from Riverfront to WKU where people choose to come to eat, play, and shop OVER Scottsville Rd.",1173,836,57,280,310,147,40,123,863,689,17,157
592,"Vape shops negatively affect areas and should be strictly zoned to be made invisible.",870,447,151,272,232,114,37,81,638,333,114,191
593,"Tattoo parlors negatively affect areas and should be strictly zoned to be made invisible.",190,28,91,71,53,11,12,30,137,17,79,41
594,"CBD/medical marijuana dispensaries negatively affect areas and should be strictly zoned to be made invisible.",1299,447,420,432,327,152,61,114,972,295,359,318
595,"A children's museum, a science center, an aquarium would be amazing. Enriching indoor activities for our children",1,1,0,0,0,0,0,0,1,1,0,0
596,"We don't need a northern bypass",84,15,14,55,35,3,3,29,49,12,11,26
597,"There will be a horse race track in BGKY that will rival Keeneland.",374,74,166,134,110,14,41,55,264,60,125,79
598,"WKU will be an R1 research institution.",249,89,30,130,81,13,13,55,168,76,17,75
599,"BGKY will be the research capitol of Kentucky.",234,79,32,123,85,13,16,56,149,66,16,67
600,"Bowling Green will embrace missing middle housing.",328,161,20,147,106,27,12,67,222,134,8,80
601,"Bowling Green will be a caring inclusive community where no one has food insecurities, is without healthcare and a home to live in.",1256,688,150,418,348,56,101,191,908,632,49,227
602,"I hope those 90,000 people have a place to live, & I'm curious what that increase will do to rental & homeownership costs for my family.",1,1,0,0,0,0,0,0,1,1,0,0
603,"By 2050, I hope that BG will cast off the chains of capital, with its workers no longer toiling to enrich the parasitic bourgeoisie class.",174,34,46,94,65,4,21,40,109,30,25,54
604,"The Greenway trail is a nice idea, but feels unsafe in lower-income parts. I would love to see improved safety.",1107,727,65,315,300,183,20,97,807,544,45,218
605,"Limiting vape and smoke shops",1,1,0,0,0,0,0,0,1,1,0,0
606,"As BG grows, the county and city governments will take a more active part, representing people who voted for and against them.",299,141,26,132,105,26,14,65,194,115,12,67
607,"A well-maintained movie theater that shows both major studio & independent studio films",753,447,61,245,214,79,33,102,539,368,28,143
608,"Locally owned book, music, & movie stores",841,505,59,277,249,83,33,133,592,422,26,144
609,"I would like to see more indoor activities for families (playgrounds, etc) in addition to our great parks!",1,1,0,0,0,0,0,0,1,1,0,0
610,"Development of skyscraper multifamily housing in the city",1,1,0,0,0,0,0,0,1,1,0,0
611,"Health Scores posted on main entrances of all food servicing areas",217,91,22,104,76,20,7,49,141,71,15,55
